Time,ParameterName,ParameterValue
2020-11-06T02:00:00Z,WS_PT1H_MIN,5.0
2020-11-06T02:00:00Z,WD_PT1H_AVG,289.0
2020-11-06T02:00:00Z,PRA_PT1H_ACC,NaN
2020-11-06T02:00:00Z,PRI_PT1H_MAX,NaN
2020-11-06T02:00:00Z,PA_PT1H_AVG,1004.8
2020-11-06T02:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-06T03:00:00Z,TA_PT1H_AVG,5.2
2020-11-06T03:00:00Z,TA_PT1H_MAX,5.5
2020-11-06T03:00:00Z,TA_PT1H_MIN,4.9
2020-11-06T03:00:00Z,RH_PT1H_AVG,67.0
2020-11-06T03:00:00Z,WS_PT1H_AVG,5.7
2020-11-06T03:00:00Z,WS_PT1H_MAX,6.2
2020-11-06T03:00:00Z,WS_PT1H_MIN,5.1
2020-11-06T03:00:00Z,WD_PT1H_AVG,292.0
2020-11-06T03:00:00Z,PRA_PT1H_ACC,NaN
2020-11-06T03:00:00Z,PRI_PT1H_MAX,NaN
2020-11-06T03:00:00Z,PA_PT1H_AVG,1005.6
2020-11-06T03:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-06T04:00:00Z,TA_PT1H_AVG,5.0
2020-11-06T04:00:00Z,TA_PT1H_MAX,5.3
2020-11-06T04:00:00Z,TA_PT1H_MIN,4.6
2020-11-06T04:00:00Z,RH_PT1H_AVG,67.0
2020-11-06T04:00:00Z,WS_PT1H_AVG,5.3
2020-11-06T04:00:00Z,WS_PT1H_MAX,6.8
2020-11-06T04:00:00Z,WS_PT1H_MIN,4.5
2020-11-06T04:00:00Z,WD_PT1H_AVG,288.0
2020-11-06T04:00:00Z,PRA_PT1H_ACC,NaN
2020-11-06T04:00:00Z,PRI_PT1H_MAX,NaN
2020-11-06T04:00:00Z,PA_PT1H_AVG,1006.3
2020-11-06T04:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-06T05:00:00Z,TA_PT1H_AVG,4.8
2020-11-06T05:00:00Z,TA_PT1H_MAX,5.1
2020-11-06T05:00:00Z,TA_PT1H_MIN,4.5
2020-11-06T05:00:00Z,RH_PT1H_AVG,69.0
2020-11-06T05:00:00Z,WS_PT1H_AVG,5.4
2020-11-06T05:00:00Z,WS_PT1H_MAX,5.7
2020-11-06T05:00:00Z,WS_PT1H_MIN,5.1
2020-11-06T05:00:00Z,WD_PT1H_AVG,289.0
2020-11-06T05:00:00Z,PRA_PT1H_ACC,NaN
2020-11-06T05:00:00Z,PRI_PT1H_MAX,NaN
2020-11-06T05:00:00Z,PA_PT1H_AVG,1007.3
2020-11-06T05:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-06T06:00:00Z,TA_PT1H_AVG,4.8
2020-11-06T06:00:00Z,TA_PT1H_MAX,5.0
2020-11-06T06:00:00Z,TA_PT1H_MIN,4.6
2020-11-06T06:00:00Z,RH_PT1H_AVG,69.0
2020-11-06T06:00:00Z,WS_PT1H_AVG,5.4
2020-11-06T06:00:00Z,WS_PT1H_MAX,5.7
2020-11-06T06:00:00Z,WS_PT1H_MIN,4.9
2020-11-06T06:00:00Z,WD_PT1H_AVG,291.0
2020-11-06T06:00:00Z,PRA_PT1H_ACC,NaN
2020-11-06T06:00:00Z,PRI_PT1H_MAX,NaN
2020-11-06T06:00:00Z,PA_PT1H_AVG,1007.9
2020-11-06T06:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-06T07:00:00Z,TA_PT1H_AVG,5.0
2020-11-06T07:00:00Z,TA_PT1H_MAX,5.2
2020-11-06T07:00:00Z,TA_PT1H_MIN,4.7
2020-11-06T07:00:00Z,RH_PT1H_AVG,68.0
2020-11-06T07:00:00Z,WS_PT1H_AVG,6.0
2020-11-06T07:00:00Z,WS_PT1H_MAX,6.5
2020-11-06T07:00:00Z,WS_PT1H_MIN,5.5
2020-11-06T07:00:00Z,WD_PT1H_AVG,294.0
2020-11-06T07:00:00Z,PRA_PT1H_ACC,NaN
2020-11-06T07:00:00Z,PRI_PT1H_MAX,NaN
2020-11-06T07:00:00Z,PA_PT1H_AVG,1008.5
2020-11-06T07:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-06T08:00:00Z,TA_PT1H_AVG,5.3
2020-11-06T08:00:00Z,TA_PT1H_MAX,5.7
2020-11-06T08:00:00Z,TA_PT1H_MIN,5.0
2020-11-06T08:00:00Z,RH_PT1H_AVG,68.0
2020-11-06T08:00:00Z,WS_PT1H_AVG,5.5
2020-11-06T08:00:00Z,WS_PT1H_MAX,6.0
2020-11-06T08:00:00Z,WS_PT1H_MIN,5.3
2020-11-06T08:00:00Z,WD_PT1H_AVG,296.0
2020-11-06T08:00:00Z,PRA_PT1H_ACC,NaN
2020-11-06T08:00:00Z,PRI_PT1H_MAX,NaN
2020-11-06T08:00:00Z,PA_PT1H_AVG,1009.2
2020-11-06T08:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-06T09:00:00Z,TA_PT1H_AVG,6.1
2020-11-06T09:00:00Z,TA_PT1H_MAX,6.8
2020-11-06T09:00:00Z,TA_PT1H_MIN,5.6
2020-11-06T09:00:00Z,RH_PT1H_AVG,66.0
2020-11-06T09:00:00Z,WS_PT1H_AVG,4.9
2020-11-06T09:00:00Z,WS_PT1H_MAX,5.3
2020-11-06T09:00:00Z,WS_PT1H_MIN,4.1
2020-11-06T09:00:00Z,WD_PT1H_AVG,291.0
2020-11-06T09:00:00Z,PRA_PT1H_ACC,NaN
2020-11-06T09:00:00Z,PRI_PT1H_MAX,NaN
2020-11-06T09:00:00Z,PA_PT1H_AVG,1010.2
2020-11-06T09:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-06T10:00:00Z,TA_PT1H_AVG,7.2
2020-11-06T10:00:00Z,TA_PT1H_MAX,7.5
2020-11-06T10:00:00Z,TA_PT1H_MIN,6.7
2020-11-06T10:00:00Z,RH_PT1H_AVG,64.0
2020-11-06T10:00:00Z,WS_PT1H_AVG,4.7
2020-11-06T10:00:00Z,WS_PT1H_MAX,5.5
2020-11-06T10:00:00Z,WS_PT1H_MIN,3.2
2020-11-06T10:00:00Z,WD_PT1H_AVG,288.0
2020-11-06T10:00:00Z,PRA_PT1H_ACC,NaN
2020-11-06T10:00:00Z,PRI_PT1H_MAX,NaN
2020-11-06T10:00:00Z,PA_PT1H_AVG,1010.9
2020-11-06T10:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-06T11:00:00Z,TA_PT1H_AVG,7.7
2020-11-06T11:00:00Z,TA_PT1H_MAX,8.0
2020-11-06T11:00:00Z,TA_PT1H_MIN,7.4
2020-11-06T11:00:00Z,RH_PT1H_AVG,61.0
2020-11-06T11:00:00Z,WS_PT1H_AVG,4.0
2020-11-06T11:00:00Z,WS_PT1H_MAX,5.7
2020-11-06T11:00:00Z,WS_PT1H_MIN,3.3
2020-11-06T11:00:00Z,WD_PT1H_AVG,292.0
2020-11-06T11:00:00Z,PRA_PT1H_ACC,NaN
2020-11-06T11:00:00Z,PRI_PT1H_MAX,NaN
2020-11-06T11:00:00Z,PA_PT1H_AVG,1011.4
2020-11-06T11:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-06T12:00:00Z,TA_PT1H_AVG,7.7
2020-11-06T12:00:00Z,TA_PT1H_MAX,7.9
2020-11-06T12:00:00Z,TA_PT1H_MIN,7.5
2020-11-06T12:00:00Z,RH_PT1H_AVG,62.0
2020-11-06T12:00:00Z,WS_PT1H_AVG,2.9
2020-11-06T12:00:00Z,WS_PT1H_MAX,3.4
2020-11-06T12:00:00Z,WS_PT1H_MIN,2.5
2020-11-06T12:00:00Z,WD_PT1H_AVG,270.0
2020-11-06T12:00:00Z,PRA_PT1H_ACC,NaN
2020-11-06T12:00:00Z,PRI_PT1H_MAX,NaN
2020-11-06T12:00:00Z,PA_PT1H_AVG,1011.5
2020-11-06T12:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-06T13:00:00Z,TA_PT1H_AVG,7.7
2020-11-06T13:00:00Z,TA_PT1H_MAX,8.0
2020-11-06T13:00:00Z,TA_PT1H_MIN,7.5
2020-11-06T13:00:00Z,RH_PT1H_AVG,67.0
2020-11-06T13:00:00Z,WS_PT1H_AVG,3.4
2020-11-06T13:00:00Z,WS_PT1H_MAX,3.9
2020-11-06T13:00:00Z,WS_PT1H_MIN,2.7
2020-11-06T13:00:00Z,WD_PT1H_AVG,257.0
2020-11-06T13:00:00Z,PRA_PT1H_ACC,NaN
2020-11-06T13:00:00Z,PRI_PT1H_MAX,NaN
2020-11-06T13:00:00Z,PA_PT1H_AVG,1011.4
2020-11-06T13:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-06T14:00:00Z,TA_PT1H_AVG,7.5
2020-11-06T14:00:00Z,TA_PT1H_MAX,7.7
2020-11-06T14:00:00Z,TA_PT1H_MIN,7.2
2020-11-06T14:00:00Z,RH_PT1H_AVG,73.0
2020-11-06T14:00:00Z,WS_PT1H_AVG,3.3
2020-11-06T14:00:00Z,WS_PT1H_MAX,3.7
2020-11-06T14:00:00Z,WS_PT1H_MIN,2.9
2020-11-06T14:00:00Z,WD_PT1H_AVG,250.0
2020-11-06T14:00:00Z,PRA_PT1H_ACC,NaN
2020-11-06T14:00:00Z,PRI_PT1H_MAX,NaN
2020-11-06T14:00:00Z,PA_PT1H_AVG,1011.2
2020-11-06T14:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-06T15:00:00Z,TA_PT1H_AVG,7.8
2020-11-06T15:00:00Z,TA_PT1H_MAX,8.2
2020-11-06T15:00:00Z,TA_PT1H_MIN,7.3
2020-11-06T15:00:00Z,RH_PT1H_AVG,80.0
2020-11-06T15:00:00Z,WS_PT1H_AVG,3.7
2020-11-06T15:00:00Z,WS_PT1H_MAX,4.4
2020-11-06T15:00:00Z,WS_PT1H_MIN,2.8
2020-11-06T15:00:00Z,WD_PT1H_AVG,262.0
2020-11-06T15:00:00Z,PRA_PT1H_ACC,NaN
2020-11-06T15:00:00Z,PRI_PT1H_MAX,NaN
2020-11-06T15:00:00Z,PA_PT1H_AVG,1010.8
2020-11-06T15:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-06T16:00:00Z,TA_PT1H_AVG,8.4
2020-11-06T16:00:00Z,TA_PT1H_MAX,9.0
2020-11-06T16:00:00Z,TA_PT1H_MIN,8.0
2020-11-06T16:00:00Z,RH_PT1H_AVG,84.0
2020-11-06T16:00:00Z,WS_PT1H_AVG,4.9
2020-11-06T16:00:00Z,WS_PT1H_MAX,5.6
2020-11-06T16:00:00Z,WS_PT1H_MIN,3.9
2020-11-06T16:00:00Z,WD_PT1H_AVG,275.0
2020-11-06T16:00:00Z,PRA_PT1H_ACC,NaN
2020-11-06T16:00:00Z,PRI_PT1H_MAX,NaN
2020-11-06T16:00:00Z,PA_PT1H_AVG,1010.5
2020-11-06T16:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-06T17:00:00Z,TA_PT1H_AVG,9.2
2020-11-06T17:00:00Z,TA_PT1H_MAX,9.6
2020-11-06T17:00:00Z,TA_PT1H_MIN,8.9
2020-11-06T17:00:00Z,RH_PT1H_AVG,80.0
2020-11-06T17:00:00Z,WS_PT1H_AVG,5.7
2020-11-06T17:00:00Z,WS_PT1H_MAX,6.2
2020-11-06T17:00:00Z,WS_PT1H_MIN,5.4
2020-11-06T17:00:00Z,WD_PT1H_AVG,284.0
2020-11-06T17:00:00Z,PRA_PT1H_ACC,NaN
2020-11-06T17:00:00Z,PRI_PT1H_MAX,NaN
2020-11-06T17:00:00Z,PA_PT1H_AVG,1010.6
2020-11-06T17:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-06T18:00:00Z,TA_PT1H_AVG,9.9
2020-11-06T18:00:00Z,TA_PT1H_MAX,10.3
2020-11-06T18:00:00Z,TA_PT1H_MIN,9.5
2020-11-06T18:00:00Z,RH_PT1H_AVG,75.0
2020-11-06T18:00:00Z,WS_PT1H_AVG,6.1
2020-11-06T18:00:00Z,WS_PT1H_MAX,6.8
2020-11-06T18:00:00Z,WS_PT1H_MIN,5.3
2020-11-06T18:00:00Z,WD_PT1H_AVG,290.0
2020-11-06T18:00:00Z,PRA_PT1H_ACC,NaN
2020-11-06T18:00:00Z,PRI_PT1H_MAX,NaN
2020-11-06T18:00:00Z,PA_PT1H_AVG,1010.7
2020-11-06T18:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-06T19:00:00Z,TA_PT1H_AVG,10.4
2020-11-06T19:00:00Z,TA_PT1H_MAX,10.8
2020-11-06T19:00:00Z,TA_PT1H_MIN,10.1
2020-11-06T19:00:00Z,RH_PT1H_AVG,71.0
2020-11-06T19:00:00Z,WS_PT1H_AVG,6.2
2020-11-06T19:00:00Z,WS_PT1H_MAX,7.2
2020-11-06T19:00:00Z,WS_PT1H_MIN,5.0
2020-11-06T19:00:00Z,WD_PT1H_AVG,290.0
2020-11-06T19:00:00Z,PRA_PT1H_ACC,NaN
2020-11-06T19:00:00Z,PRI_PT1H_MAX,NaN
2020-11-06T19:00:00Z,PA_PT1H_AVG,1011.1
2020-11-06T19:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-06T20:00:00Z,TA_PT1H_AVG,10.6
2020-11-06T20:00:00Z,TA_PT1H_MAX,10.8
2020-11-06T20:00:00Z,TA_PT1H_MIN,10.5
2020-11-06T20:00:00Z,RH_PT1H_AVG,70.0
2020-11-06T20:00:00Z,WS_PT1H_AVG,6.6
2020-11-06T20:00:00Z,WS_PT1H_MAX,7.8
2020-11-06T20:00:00Z,WS_PT1H_MIN,5.9
2020-11-06T20:00:00Z,WD_PT1H_AVG,290.0
2020-11-06T20:00:00Z,PRA_PT1H_ACC,NaN
2020-11-06T20:00:00Z,PRI_PT1H_MAX,NaN
2020-11-06T20:00:00Z,PA_PT1H_AVG,1011.5
2020-11-06T20:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-06T21:00:00Z,TA_PT1H_AVG,10.5
2020-11-06T21:00:00Z,TA_PT1H_MAX,10.7
2020-11-06T21:00:00Z,TA_PT1H_MIN,10.2
2020-11-06T21:00:00Z,RH_PT1H_AVG,70.0
2020-11-06T21:00:00Z,WS_PT1H_AVG,6.5
2020-11-06T21:00:00Z,WS_PT1H_MAX,7.4
2020-11-06T21:00:00Z,WS_PT1H_MIN,5.5
2020-11-06T21:00:00Z,WD_PT1H_AVG,292.0
2020-11-06T21:00:00Z,PRA_PT1H_ACC,NaN
2020-11-06T21:00:00Z,PRI_PT1H_MAX,NaN
2020-11-06T21:00:00Z,PA_PT1H_AVG,1012.3
2020-11-06T21:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-06T22:00:00Z,TA_PT1H_AVG,10.1
2020-11-06T22:00:00Z,TA_PT1H_MAX,10.4
2020-11-06T22:00:00Z,TA_PT1H_MIN,9.5
2020-11-06T22:00:00Z,RH_PT1H_AVG,72.0
2020-11-06T22:00:00Z,WS_PT1H_AVG,5.6
2020-11-06T22:00:00Z,WS_PT1H_MAX,6.9
2020-11-06T22:00:00Z,WS_PT1H_MIN,5.2
2020-11-06T22:00:00Z,WD_PT1H_AVG,290.0
2020-11-06T22:00:00Z,PRA_PT1H_ACC,NaN
2020-11-06T22:00:00Z,PRI_PT1H_MAX,NaN
2020-11-06T22:00:00Z,PA_PT1H_AVG,1013.2
2020-11-06T22:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-06T23:00:00Z,TA_PT1H_AVG,9.4
2020-11-06T23:00:00Z,TA_PT1H_MAX,10.0
2020-11-06T23:00:00Z,TA_PT1H_MIN,9.1
2020-11-06T23:00:00Z,RH_PT1H_AVG,75.0
2020-11-06T23:00:00Z,WS_PT1H_AVG,6.1
2020-11-06T23:00:00Z,WS_PT1H_MAX,7.0
2020-11-06T23:00:00Z,WS_PT1H_MIN,5.4
2020-11-06T23:00:00Z,WD_PT1H_AVG,293.0
2020-11-06T23:00:00Z,PRA_PT1H_ACC,NaN
2020-11-06T23:00:00Z,PRI_PT1H_MAX,NaN
2020-11-06T23:00:00Z,PA_PT1H_AVG,1013.7
2020-11-06T23:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-07T00:00:00Z,TA_PT1H_AVG,9.0
2020-11-07T00:00:00Z,TA_PT1H_MAX,9.3
2020-11-07T00:00:00Z,TA_PT1H_MIN,8.7
2020-11-07T00:00:00Z,RH_PT1H_AVG,77.0
2020-11-07T00:00:00Z,WS_PT1H_AVG,5.4
2020-11-07T00:00:00Z,WS_PT1H_MAX,6.2
2020-11-07T00:00:00Z,WS_PT1H_MIN,4.4
2020-11-07T00:00:00Z,WD_PT1H_AVG,288.0
2020-11-07T00:00:00Z,PRA_PT1H_ACC,NaN
2020-11-07T00:00:00Z,PRI_PT1H_MAX,NaN
2020-11-07T00:00:00Z,PA_PT1H_AVG,1014.2
2020-11-07T00:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-07T01:00:00Z,TA_PT1H_AVG,8.5
2020-11-07T01:00:00Z,TA_PT1H_MAX,9.0
2020-11-07T01:00:00Z,TA_PT1H_MIN,8.1
2020-11-07T01:00:00Z,RH_PT1H_AVG,79.0
2020-11-07T01:00:00Z,WS_PT1H_AVG,4.1
2020-11-07T01:00:00Z,WS_PT1H_MAX,5.4
2020-11-07T01:00:00Z,WS_PT1H_MIN,3.3
2020-11-07T01:00:00Z,WD_PT1H_AVG,277.0
2020-11-07T01:00:00Z,PRA_PT1H_ACC,NaN
2020-11-07T01:00:00Z,PRI_PT1H_MAX,NaN
2020-11-07T01:00:00Z,PA_PT1H_AVG,1014.9
2020-11-07T01:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-07T02:00:00Z,TA_PT1H_AVG,8.0
2020-11-07T02:00:00Z,TA_PT1H_MAX,8.3
2020-11-07T02:00:00Z,TA_PT1H_MIN,7.7
2020-11-07T02:00:00Z,RH_PT1H_AVG,81.0
2020-11-07T02:00:00Z,WS_PT1H_AVG,4.1
2020-11-07T02:00:00Z,WS_PT1H_MAX,5.1
2020-11-07T02:00:00Z,WS_PT1H_MIN,3.5
2020-11-07T02:00:00Z,WD_PT1H_AVG,274.0
2020-11-07T02:00:00Z,PRA_PT1H_ACC,NaN
2020-11-07T02:00:00Z,PRI_PT1H_MAX,NaN
2020-11-07T02:00:00Z,PA_PT1H_AVG,1015.1
2020-11-07T02:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-07T03:00:00Z,TA_PT1H_AVG,7.9
2020-11-07T03:00:00Z,TA_PT1H_MAX,8.3
2020-11-07T03:00:00Z,TA_PT1H_MIN,7.4
2020-11-07T03:00:00Z,RH_PT1H_AVG,80.0
2020-11-07T03:00:00Z,WS_PT1H_AVG,3.7
2020-11-07T03:00:00Z,WS_PT1H_MAX,4.9
2020-11-07T03:00:00Z,WS_PT1H_MIN,2.8
2020-11-07T03:00:00Z,WD_PT1H_AVG,280.0
2020-11-07T03:00:00Z,PRA_PT1H_ACC,NaN
2020-11-07T03:00:00Z,PRI_PT1H_MAX,NaN
2020-11-07T03:00:00Z,PA_PT1H_AVG,1015.3
2020-11-07T03:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-07T04:00:00Z,TA_PT1H_AVG,7.2
2020-11-07T04:00:00Z,TA_PT1H_MAX,7.6
2020-11-07T04:00:00Z,TA_PT1H_MIN,6.7
2020-11-07T04:00:00Z,RH_PT1H_AVG,83.0
2020-11-07T04:00:00Z,WS_PT1H_AVG,3.3
2020-11-07T04:00:00Z,WS_PT1H_MAX,3.7
2020-11-07T04:00:00Z,WS_PT1H_MIN,2.6
2020-11-07T04:00:00Z,WD_PT1H_AVG,266.0
2020-11-07T04:00:00Z,PRA_PT1H_ACC,NaN
2020-11-07T04:00:00Z,PRI_PT1H_MAX,NaN
2020-11-07T04:00:00Z,PA_PT1H_AVG,1015.6
2020-11-07T04:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-07T05:00:00Z,TA_PT1H_AVG,6.3
2020-11-07T05:00:00Z,TA_PT1H_MAX,6.9
2020-11-07T05:00:00Z,TA_PT1H_MIN,5.8
2020-11-07T05:00:00Z,RH_PT1H_AVG,87.0
2020-11-07T05:00:00Z,WS_PT1H_AVG,3.1
2020-11-07T05:00:00Z,WS_PT1H_MAX,3.4
2020-11-07T05:00:00Z,WS_PT1H_MIN,2.8
2020-11-07T05:00:00Z,WD_PT1H_AVG,260.0
2020-11-07T05:00:00Z,PRA_PT1H_ACC,NaN
2020-11-07T05:00:00Z,PRI_PT1H_MAX,NaN
2020-11-07T05:00:00Z,PA_PT1H_AVG,1015.2
2020-11-07T05:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-07T06:00:00Z,TA_PT1H_AVG,6.1
2020-11-07T06:00:00Z,TA_PT1H_MAX,6.9
2020-11-07T06:00:00Z,TA_PT1H_MIN,5.5
2020-11-07T06:00:00Z,RH_PT1H_AVG,87.0
2020-11-07T06:00:00Z,WS_PT1H_AVG,3.0
2020-11-07T06:00:00Z,WS_PT1H_MAX,3.6
2020-11-07T06:00:00Z,WS_PT1H_MIN,2.5
2020-11-07T06:00:00Z,WD_PT1H_AVG,256.0
2020-11-07T06:00:00Z,PRA_PT1H_ACC,NaN
2020-11-07T06:00:00Z,PRI_PT1H_MAX,NaN
2020-11-07T06:00:00Z,PA_PT1H_AVG,1014.7
2020-11-07T06:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-07T07:00:00Z,TA_PT1H_AVG,6.4
2020-11-07T07:00:00Z,TA_PT1H_MAX,6.6
2020-11-07T07:00:00Z,TA_PT1H_MIN,6.2
2020-11-07T07:00:00Z,RH_PT1H_AVG,86.0
2020-11-07T07:00:00Z,WS_PT1H_AVG,3.7
2020-11-07T07:00:00Z,WS_PT1H_MAX,4.3
2020-11-07T07:00:00Z,WS_PT1H_MIN,2.9
2020-11-07T07:00:00Z,WD_PT1H_AVG,269.0
2020-11-07T07:00:00Z,PRA_PT1H_ACC,NaN
2020-11-07T07:00:00Z,PRI_PT1H_MAX,NaN
2020-11-07T07:00:00Z,PA_PT1H_AVG,1014.6
2020-11-07T07:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-07T08:00:00Z,TA_PT1H_AVG,6.9
2020-11-07T08:00:00Z,TA_PT1H_MAX,7.5
2020-11-07T08:00:00Z,TA_PT1H_MIN,6.5
2020-11-07T08:00:00Z,RH_PT1H_AVG,83.0
2020-11-07T08:00:00Z,WS_PT1H_AVG,4.2
2020-11-07T08:00:00Z,WS_PT1H_MAX,5.0
2020-11-07T08:00:00Z,WS_PT1H_MIN,3.5
2020-11-07T08:00:00Z,WD_PT1H_AVG,261.0
2020-11-07T08:00:00Z,PRA_PT1H_ACC,NaN
2020-11-07T08:00:00Z,PRI_PT1H_MAX,NaN
2020-11-07T08:00:00Z,PA_PT1H_AVG,1014.1
2020-11-07T08:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-07T09:00:00Z,TA_PT1H_AVG,8.2
2020-11-07T09:00:00Z,TA_PT1H_MAX,9.0
2020-11-07T09:00:00Z,TA_PT1H_MIN,7.4
2020-11-07T09:00:00Z,RH_PT1H_AVG,77.0
2020-11-07T09:00:00Z,WS_PT1H_AVG,3.9
2020-11-07T09:00:00Z,WS_PT1H_MAX,4.9
2020-11-07T09:00:00Z,WS_PT1H_MIN,3.1
2020-11-07T09:00:00Z,WD_PT1H_AVG,253.0
2020-11-07T09:00:00Z,PRA_PT1H_ACC,NaN
2020-11-07T09:00:00Z,PRI_PT1H_MAX,NaN
2020-11-07T09:00:00Z,PA_PT1H_AVG,1013.6
2020-11-07T09:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-07T10:00:00Z,TA_PT1H_AVG,9.1
2020-11-07T10:00:00Z,TA_PT1H_MAX,9.3
2020-11-07T10:00:00Z,TA_PT1H_MIN,9.0
2020-11-07T10:00:00Z,RH_PT1H_AVG,72.0
2020-11-07T10:00:00Z,WS_PT1H_AVG,4.1
2020-11-07T10:00:00Z,WS_PT1H_MAX,5.0
2020-11-07T10:00:00Z,WS_PT1H_MIN,2.7
2020-11-07T10:00:00Z,WD_PT1H_AVG,252.0
2020-11-07T10:00:00Z,PRA_PT1H_ACC,NaN
2020-11-07T10:00:00Z,PRI_PT1H_MAX,NaN
2020-11-07T10:00:00Z,PA_PT1H_AVG,1013.1
2020-11-07T10:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-07T11:00:00Z,TA_PT1H_AVG,9.9
2020-11-07T11:00:00Z,TA_PT1H_MAX,10.7
2020-11-07T11:00:00Z,TA_PT1H_MIN,9.3
2020-11-07T11:00:00Z,RH_PT1H_AVG,67.0
2020-11-07T11:00:00Z,WS_PT1H_AVG,4.1
2020-11-07T11:00:00Z,WS_PT1H_MAX,5.0
2020-11-07T11:00:00Z,WS_PT1H_MIN,3.0
2020-11-07T11:00:00Z,WD_PT1H_AVG,245.0
2020-11-07T11:00:00Z,PRA_PT1H_ACC,NaN
2020-11-07T11:00:00Z,PRI_PT1H_MAX,NaN
2020-11-07T11:00:00Z,PA_PT1H_AVG,1012.2
2020-11-07T11:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-07T12:00:00Z,TA_PT1H_AVG,9.6
2020-11-07T12:00:00Z,TA_PT1H_MAX,9.8
2020-11-07T12:00:00Z,TA_PT1H_MIN,9.4
2020-11-07T12:00:00Z,RH_PT1H_AVG,65.0
2020-11-07T12:00:00Z,WS_PT1H_AVG,4.7
2020-11-07T12:00:00Z,WS_PT1H_MAX,5.3
2020-11-07T12:00:00Z,WS_PT1H_MIN,4.0
2020-11-07T12:00:00Z,WD_PT1H_AVG,247.0
2020-11-07T12:00:00Z,PRA_PT1H_ACC,NaN
2020-11-07T12:00:00Z,PRI_PT1H_MAX,NaN
2020-11-07T12:00:00Z,PA_PT1H_AVG,1011.4
2020-11-07T12:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-07T13:00:00Z,TA_PT1H_AVG,9.2
2020-11-07T13:00:00Z,TA_PT1H_MAX,9.6
2020-11-07T13:00:00Z,TA_PT1H_MIN,8.7
2020-11-07T13:00:00Z,RH_PT1H_AVG,67.0
2020-11-07T13:00:00Z,WS_PT1H_AVG,4.9
2020-11-07T13:00:00Z,WS_PT1H_MAX,5.7
2020-11-07T13:00:00Z,WS_PT1H_MIN,4.3
2020-11-07T13:00:00Z,WD_PT1H_AVG,242.0
2020-11-07T13:00:00Z,PRA_PT1H_ACC,NaN
2020-11-07T13:00:00Z,PRI_PT1H_MAX,NaN
2020-11-07T13:00:00Z,PA_PT1H_AVG,1010.8
2020-11-07T13:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-07T14:00:00Z,TA_PT1H_AVG,8.9
2020-11-07T14:00:00Z,TA_PT1H_MAX,9.2
2020-11-07T14:00:00Z,TA_PT1H_MIN,8.6
2020-11-07T14:00:00Z,RH_PT1H_AVG,71.0
2020-11-07T14:00:00Z,WS_PT1H_AVG,4.4
2020-11-07T14:00:00Z,WS_PT1H_MAX,5.6
2020-11-07T14:00:00Z,WS_PT1H_MIN,3.5
2020-11-07T14:00:00Z,WD_PT1H_AVG,243.0
2020-11-07T14:00:00Z,PRA_PT1H_ACC,NaN
2020-11-07T14:00:00Z,PRI_PT1H_MAX,NaN
2020-11-07T14:00:00Z,PA_PT1H_AVG,1009.9
2020-11-07T14:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-07T15:00:00Z,TA_PT1H_AVG,9.2
2020-11-07T15:00:00Z,TA_PT1H_MAX,9.4
2020-11-07T15:00:00Z,TA_PT1H_MIN,9.1
2020-11-07T15:00:00Z,RH_PT1H_AVG,72.0
2020-11-07T15:00:00Z,WS_PT1H_AVG,4.3
2020-11-07T15:00:00Z,WS_PT1H_MAX,4.8
2020-11-07T15:00:00Z,WS_PT1H_MIN,3.8
